authorName;bookTitle;links;avg_rating;ratings;published;edition;rank
Ruth Ravid;Practical Statistics for Educators;https://www.goodreads.com/book/show/20136842-practical-statistics-for-educators;2,70;10;2005;2;1122
David Heath;An Introduction to Experimental Design and Statistics for Biology;https://www.goodreads.com/book/show/8192574-an-introduction-to-experimental-design-and-statistics-for-biology;3,00;10;1995;5;1123
Swarnaraja Visvalingam;Mathematics (Level 3 GCE) A Star Practice Paper with Answers for Edexcel and Pearson Examination: Advanced Subsidiary Paper 2: Statistics and Mechanics 8MA0/02 (Paper S) (SWANASH);https://www.goodreads.com/book/show/42135121-mathematics-level-3-gce-a-star-practice-paper-with-answers-for-edexcel;5,00;16;NA;1;1137
Prem S. Mann;Statistics for Business and Economics [with Doing Statistics with Excel 5.0];https://www.goodreads.com/book/show/2912510-statistics-for-business-and-economics-with-doing-statistics-with-excel;3,46;13;1994;4;1140
Prem S. Mann;Statistics for Business and Economics [with Doing Statistics with Excel 5.0];https://www.goodreads.com/book/show/2912510-statistics-for-business-and-economics-with-doing-statistics-with-excel;3,46;13;1994;4;1150
Robert R. Johnson;Just the Essentials of Elementary Statistics [With CD];https://www.goodreads.com/book/show/685086.Just_the_Essentials_of_Elementary_Statistics_With_CD_;3,30;10;1994;14;1162
Swarnaraja Visvalingam;Mathematics (Level 3 GCE) A Star Practice Paper with Answers for Edexcel and Pearson Examinations: Advanced Subsidiary Paper 2: Statistics and Mechanics 8MA0/02(Paper K) (SWANASH);https://www.goodreads.com/book/show/42135117-mathematics-level-3-gce-a-star-practice-paper-with-answers-for-edexcel;5,00;16;NA;1;1164
Thomas J. Linneman;Social Statistics: The Basics and Beyond;https://www.goodreads.com/book/show/11505689-social-statistics;3,55;11;2010;8;1175
Gerda Koch;Basic Allied Health Statistics and Analysis;https://www.goodreads.com/book/show/3411424-basic-allied-health-statistics-and-analysis;4,20;10;2008;5;1183
Ronet D. Bachman;Statistics for Criminology and Criminal Justice;https://www.goodreads.com/book/show/172533.Statistics_for_Criminology_and_Criminal_Justice;3,32;22;2003;14;1184
The Princeton Review;Cracking the AP Statistics Exam, 2010 Edition;https://www.goodreads.com/book/show/7141511-cracking-the-ap-statistics-exam-2010-edition;3,12;16;2002;9;1187
M.J. Campbell;Statistics At Square One;https://www.goodreads.com/book/show/1603626.Statistics_At_Square_One;3,60;10;2002;3;1210
Douglas C. Montgomery;Introduction to Time Series Analysis and Forecasting (Wiley Series in Probability and Statistics);https://www.goodreads.com/book/show/28236638-introduction-to-time-series-analysis-and-forecasting;4,06;17;2008;10;1211
Graham J.G. Upton;Oxford Dictionary of Statistics;https://www.goodreads.com/book/show/18600322-oxford-dictionary-of-statistics;3,95;19;2002;7;1234
Michael J. Schell;Baseball's All-Time Best Hitters: How Statistics Can Level the Playing Field;https://www.goodreads.com/book/show/1670728.Baseball_s_All_Time_Best_Hitters;2,90;10;1999;5;1235
Henry Gersh;Introduction to Statistics;https://www.goodreads.com/book/show/20961742-introduction-to-statistics;4,92;12;2012;1;1238
Eric W. Corty;Using and Interpreting Statistics: A Practical Text for the Health, Behavioral, and Social Sciences;https://www.goodreads.com/book/show/2417904.Using_and_Interpreting_Statistics;2,82;11;2006;18;1241
Henry Gersh;Statistics Study Guide;https://www.goodreads.com/book/show/14426849-statistics-study-guide;5,00;11;2012;1;1248
Henry Gersh;Data Analysis: Introduction to Statistics;https://www.goodreads.com/book/show/18795471-data-analysis;4,92;12;2013;2;1258
David W. Hosmer;Applied Logistic Regression (Wiley Series in Probability and Statistics);https://www.goodreads.com/book/show/19095117-applied-logistic-regression;4,11;57;1989;15;1282
Ruey S. Tsay;An Introduction to Analysis of Financial Data with R (Wiley Series in Probability and Statistics);https://www.goodreads.com/book/show/24004466-an-introduction-to-analysis-of-financial-data-with-r;3,57;14;2012;5;1296
Duane Hinders;5 Steps to a 5 AP Statistics, 2014-2015 Edition;https://www.goodreads.com/book/show/17079676-5-steps-to-a-5-ap-statistics-2014-2015-edition;3,90;10;2013;3;1331
Leland Wilkinson;The Grammar of Graphics;https://www.goodreads.com/book/show/20182493-the-grammar-of-graphics;4,16;77;1999;6;1339
Garrett M. Fitzmaurice;Applied Longitudinal Analysis (Wiley Series in Probability and Statistics);https://www.goodreads.com/book/show/19317032-applied-longitudinal-analysis;4,18;33;2004;6;1357
J.K. Sharma;Statistics for Management: For Vtu;https://www.goodreads.com/book/show/22719761-statistics-for-management;3,91;11;2011;2;1438
John Sall;JMP Start Statistics: A Guide to Statistics and Data Analysis Using JMP, Sixth Edition;https://www.goodreads.com/book/show/37944812-jmp-start-statistics;4,05;19;1996;18;1460
Gerald van Belle;Statistical Rules of Thumb (Wiley Series in Probability and Statistics);https://www.goodreads.com/book/show/19491585-statistical-rules-of-thumb;3,85;27;2002;7;1477
Henry Gersh;Statistics: Data Analysis;https://www.goodreads.com/book/show/18286881-statistics;5,00;11;2013;1;1496
Dennis V. Lindley;Understanding Uncertainty (Wiley Series in Probability and Statistics);https://www.goodreads.com/book/show/19873234-understanding-uncertainty;4,24;33;2006;12;1503
Herschel Knapp;Introductory Statistics Using SPSS;https://www.goodreads.com/book/show/18232653-introductory-statistics-using-spss;3,70;10;2013;7;1591
Samprit Chatterjee;Regression Analysis by Example (Wiley Series in Probability and Statistics);https://www.goodreads.com/book/show/19389258-regression-analysis-by-example;3,64;45;1977;14;1670
Eric Vittinghoff;Regression Methods in Biostatistics: Linear, Logistic, Survival, and Repeated Measures Models: 0;https://www.goodreads.com/book/show/20094949-regression-methods-in-biostatistics;4,08;25;2005;11;1699
Ian T. Jolliffe;Principal Component Analysis (Springer Series In Statistics);https://www.goodreads.com/book/show/11218113-principal-component-analysis;4,15;13;1986;5;1707
Alan Agresti;An Introduction to Categorical Data Analysis (Wiley Series in Probability and Statistics);https://www.goodreads.com/book/show/8223766-an-introduction-to-categorical-data-analysis;4,05;63;1996;12;1708
David P. Doane;Essential Statistics in Business and Economics;https://www.goodreads.com/book/show/7318889-essential-statistics-in-business-and-economics;3,36;14;2007;23;1711
Joseph F. Healey;The Essentials of Statistics: A Tool for Social Research;https://www.goodreads.com/book/show/22543991-the-essentials-of-statistics;3,70;10;2009;4;1755
Alain F. Zuur;Mixed Effects Models and Extensions in Ecology with R;https://www.goodreads.com/book/show/19002766-mixed-effects-models-and-extensions-in-ecology-with-r;4,27;49;2009;5;1935
John M. Chambers;Software for Data Analysis: Programming with R. Statistics and Computing.;https://www.goodreads.com/book/show/16858039-software-for-data-analysis;3,52;33;2008;4;1949
Steven K. Thompson;Sampling (Wiley Series in Probability and Statistics);https://www.goodreads.com/book/show/19809172-sampling;4,36;14;1992;9;1999
