authorName;bookTitle;links;avg_rating;ratings;published;edition;rank
Baseball Prospectus;Baseball Prospectus 2004: Statistics, Analysis and Insight for the Information Age;https://www.goodreads.com/book/show/8692.Baseball_Prospectus_2004;4,28;81;2004;1;330
Jay L. Devore;Modern Mathematical Statistics with Applications;https://www.goodreads.com/book/show/12375517-modern-mathematical-statistics-with-applications;3,91;43;2006;9;331
David Roxbee Cox;Principles of Applied Statistics;https://www.goodreads.com/book/show/13832369-principles-of-applied-statistics;3,69;16;2011;5;332
Željko Ivezić;Statistics, Data Mining, and Machine Learning in Astronomy: A Practical Python Guide for the Analysis of Survey Data;https://www.goodreads.com/book/show/17861507-statistics-data-mining-and-machine-learning-in-astronomy;4,08;24;2013;4;333
Arthur Aron;Statistics for the Behavioral and Social Sciences: A Brief Course;https://www.goodreads.com/book/show/577492.Statistics_for_the_Behavioral_and_Social_Sciences;3,32;80;1997;25;334
David R. Anderson;Essentials of Statistics for Business and Economics;https://www.goodreads.com/book/show/3044706-essentials-of-statistics-for-business-and-economics;3,26;72;1996;48;336
Neil J. Salkind;Statistics for People Who (Think They) Hate Statistics: Using Microsoft Excel 2016;https://www.goodreads.com/book/show/30097505-statistics-for-people-who-think-they-hate-statistics;3,86;51;NA;8;337
Chava Frankfort-Nachmias;Social Statistics for a Diverse Society;https://www.goodreads.com/book/show/10403472-social-statistics-for-a-diverse-society;3,36;122;1996;57;339
Bruce L. Bowerman;Business Statistics in Practice;https://www.goodreads.com/book/show/8292761-business-statistics-in-practice;3,20;44;2000;58;340
William W. Hines;Probability and Statistics in Engineering;https://www.goodreads.com/book/show/1143007.Probability_and_Statistics_in_Engineering;3,44;18;1972;9;341
James J. Higgins;Introduction to Modern Nonparametric Statistics;https://www.goodreads.com/book/show/2567226-introduction-to-modern-nonparametric-statistics;3,67;12;2003;1;342
Graham J.G. Upton;Introducing Statistics;https://www.goodreads.com/book/show/3087421-introducing-statistics;3,64;11;1998;3;343
Naval Bajpai;Business Statistics;https://www.goodreads.com/book/show/16666435-business-statistics;4,00;10;2009;2;344
Sally Caldwell;Statistics Unplugged;https://www.goodreads.com/book/show/994445.Statistics_Unplugged;3,34;87;2003;11;346
Fourat Janabi;S3: Science, Statistics, and Skepticism;https://www.goodreads.com/book/show/17982064-s3;3,55;33;2013;2;347
John L. Phillips;How to Think About Statistics;https://www.goodreads.com/book/show/1127543.How_to_Think_About_Statistics;3,78;40;1988;7;349
Sherri L. Jackson;Research Methods and Statistics: A Critical Thinking Approach;https://www.goodreads.com/book/show/1663695.Research_Methods_and_Statistics;3,48;82;2002;12;350
Schuyler W. Huck;Reading Statistics and Research;https://www.goodreads.com/book/show/12397081-reading-statistics-and-research;3,43;74;1995;10;351
R.J. Rummel;Statistics of Democide: Genocide and Mass Murder since 1900;https://www.goodreads.com/book/show/2228005.Statistics_of_Democide;4,08;12;1999;1;352
Larry J. Stephens;Schaum's Outline of Statistics;https://www.goodreads.com/book/show/205517.Schaum_s_Outline_of_Statistics;3,79;70;1961;26;353
Robert Stine;Statistics for Business: Decision Making and Analysis;https://www.goodreads.com/book/show/15927120-statistics-for-business;3,81;21;NA;18;354
Ankit Rathi;Probability & Statistics for Data Science;https://www.goodreads.com/book/show/43693434-probability-statistics-for-data-science;4,13;15;NA;2;355
P. McCullagh;Generalized Linear Models (Monographs on Statistics and Applied Probability);https://www.goodreads.com/book/show/813801.Generalized_Linear_Models;4,00;24;1983;5;356
Douglas C. Montgomery;Engineering Statistics;https://www.goodreads.com/book/show/2787222-engineering-statistics;4,00;42;1997;27;357
Dana K. Keller;The Tao of Statistics: A Path to Understanding with No Math;https://www.goodreads.com/book/show/265427.The_Tao_of_Statistics;3,46;56;2005;7;358
William Mendenhall;A Second Course in Statistics: Regression Analysis;https://www.goodreads.com/book/show/158490.A_Second_Course_in_Statistics;3,72;39;1981;15;359
William Mendenhall;Statistics for Engineering and the Sciences;https://www.goodreads.com/book/show/158489.Statistics_for_Engineering_and_the_Sciences;2,78;23;1984;7;360
S. Deviant;The Practically Cheating Statistics Handbook, The Sequel! (2nd Edition);https://www.goodreads.com/book/show/14571300-the-practically-cheating-statistics-handbook-the-sequel;3,52;21;2010;4;361
Jain T.R;Statistics for Economics and Indian Economic Development Class 11th (English) 2 Volume Set;https://www.goodreads.com/book/show/32502922-statistics-for-economics-and-indian-economic-development-class-11th-eng;4,55;11;NA;1;362
Ronald E. Walpole;Essentials of Probabilty & Statistics for Engineers & Scientists;https://www.goodreads.com/book/show/12968363-essentials-of-probabilty-statistics-for-engineers-scientists;3,75;61;2011;8;363
Janet L. Peacock;Oxford Handbook of Medical Statistics;https://www.goodreads.com/book/show/9623789-oxford-handbook-of-medical-statistics;4,05;22;2010;8;364
David Ruppert;Statistics and Finance: An Introduction;https://www.goodreads.com/book/show/1223248.Statistics_and_Finance;3,78;18;2004;6;367
C. Radhakrishna Rao;Statistics And Truth: Putting Chance To Work;https://www.goodreads.com/book/show/679395.Statistics_And_Truth;4,22;18;1989;4;369
Thomas A. Lang;How to Report Statistics in Medicine: Annotated Guidelines for Authors, Editors, and Reviewers;https://www.goodreads.com/book/show/1113762.How_to_Report_Statistics_in_Medicine;4,46;28;1997;4;370
David S. Moore;The Practice of Business Statistics: Using Data for Decisions [with CD];https://www.goodreads.com/book/show/2988343-the-practice-of-business-statistics;3,05;22;2002;4;372
Pratap Dangeti;Statistics for Machine Learning;https://www.goodreads.com/book/show/35873662-statistics-for-machine-learning;3,58;24;NA;4;373
Alexander Gray;Bayes Theorem: Easy To Understand Visual Guide For Beginners (probability theory, Bayes law, Bayes Rule, statistics, Bayesian, Inductive probability, Experimental Book 1);https://www.goodreads.com/book/show/34819682-bayes-theorem;3,73;11;NA;1;374
Robert R. Pagano;Understanding Statistics in the Behavioral Sciences;https://www.goodreads.com/book/show/7063164-understanding-statistics-in-the-behavioral-sciences;3,39;74;1990;25;375
Thomas H. Wonnacott;Introductory Statistics;https://www.goodreads.com/book/show/4073832-introductory-statistics;3,31;29;1969;13;376
Lawrence C. Hamilton;Statistics with STATA: Updated for Version 9;https://www.goodreads.com/book/show/901122.Statistics_with_STATA;3,76;34;1990;15;377
Ronald E. Walpole;Probability & Statistics for Engineers & Scientists;https://www.goodreads.com/book/show/9637420-probability-statistics-for-engineers-scientists;3,48;33;2010;3;378
David F. Groebner;Business Statistics: A Decision-Making Approach [with Student CD];https://www.goodreads.com/book/show/1009294.Business_Statistics;3,21;39;NA;42;379
James E. Gentle;Matrix Algebra: Theory, Computations, and Applications in Statistics;https://www.goodreads.com/book/show/1795023.Matrix_Algebra;4,19;16;2007;4;380
Michael J. Evans;Student Solutions Manual for Probability and Statistics: The Science of Uncertainty;https://www.goodreads.com/book/show/2225066.Student_Solutions_Manual_for_Probability_and_Statistics;4,00;11;2003;1;381
Jim Frost;Introduction to Statistics: An Intuitive Guide for Analyzing Data and Unlocking Discoveries;https://www.goodreads.com/book/show/53632396-introduction-to-statistics;3,59;22;NA;3;382
Thomas L. Jentz;Panzertruppen: The Complete Guide to the Creation & Combat Employment of Germanys Tank Force 1943-1945/Formations Organizations Tactics Combat Reports Unit Strengths Statistics;https://www.goodreads.com/book/show/3255318-panzertruppen;4,38;21;1996;1;383
William J. Stevenson;Business Statistics: Concepts and Applications;https://www.goodreads.com/book/show/3741555-business-statistics;4,28;40;1981;4;384
Erwin Kreyszig;Introductory Mathematical Statistics: Principles and Methods;https://www.goodreads.com/book/show/241456.Introductory_Mathematical_Statistics;4,48;21;1970;1;387
Ruth Ravid;Practical Statistics for Educators;https://www.goodreads.com/book/show/10215230-practical-statistics-for-educators;3,78;50;2010;12;388
Andrew F. Siegel;Practical Business Statistics;https://www.goodreads.com/book/show/1928500.Practical_Business_Statistics;4,05;21;1990;26;389
R.H. Baayen;Analyzing Linguistic Data: A Practical Introduction to Statistics Using R;https://www.goodreads.com/book/show/6179005-analyzing-linguistic-data;3,79;19;2008;4;390
Shayle R. Searle;Matrix Algebra Useful for Statistics;https://www.goodreads.com/book/show/3713373-matrix-algebra-useful-for-statistics;4,47;19;1982;7;391
Jamie Oncher;How to Lie with Statistics: A Guide to a Successful Deceive - How to Change Other People's Thoughts;https://www.goodreads.com/book/show/25592149-how-to-lie-with-statistics;3,00;22;2015;1;392
Phillip I. Good;Common Errors in Statistics;https://www.goodreads.com/book/show/3415209-common-errors-in-statistics;3,52;27;2003;31;393
Bilal M. Ayyub;Probability, Statistics, and Reliability for Engineers and Scientists;https://www.goodreads.com/book/show/245947.Probability_Statistics_and_Reliability_for_Engineers_and_Scientists;3,91;11;1997;4;394
Dennis D. Wackerly;Student Solutions Manual for Wackerly/Mendenhall/Scheaffer's Mathematical Statistics with Applications, 6th;https://www.goodreads.com/book/show/20013933-student-solutions-manual-for-wackerly-mendenhall-scheaffer-s-mathematica;3,64;11;2001;2;395
David Freedman;Statistics : David Freedman: International Student Edition;https://www.goodreads.com/book/show/39324542-statistics;4,25;12;NA;3;397
John H. Kranzler;Statistics for the Terrified;https://www.goodreads.com/book/show/1660751.Statistics_for_the_Terrified;3,98;44;1995;12;398
Laurence G. Grimm;Reading and Understanding More Multivariate Statistics;https://www.goodreads.com/book/show/594714.Reading_and_Understanding_More_Multivariate_Statistics;3,86;35;2000;1;399
Martin J. Wainwright;High-Dimensional Statistics: A Non-Asymptotic Viewpoint;https://www.goodreads.com/book/show/40714506-high-dimensional-statistics;4,60;10;NA;4;400
Mario F. Triola;Elementary Statistics:Elementary Statistics Student's Solutions Manual (10th Edition);https://www.goodreads.com/book/show/5717678-elementary-statistics;4,09;11;2006;4;401
Paul Thurman;MBA Fundamentals Statistics;https://www.goodreads.com/book/show/4265070-mba-fundamentals-statistics;3,42;19;2008;1;402
Erich L. Lehmann;Fisher, Neyman, and the Creation of Classical Statistics;https://www.goodreads.com/book/show/14365075-fisher-neyman-and-the-creation-of-classical-statistics;3,76;21;2011;4;403
Daniel Navarro;Learning Statistics with R: a tutorial for psychology students and other beginners;https://www.goodreads.com/book/show/18142866-learning-statistics-with-r;4,00;30;NA;2;404
Andy Field;Discovering Statistics Using SPSS for Windows: Advanced Techniques for Beginners;https://www.goodreads.com/book/show/1404449.Discovering_Statistics_Using_SPSS_for_Windows;4,26;34;2000;3;405
David S. Moore;Statistics: Concepts and Controversies;https://www.goodreads.com/book/show/4632953-statistics;3,42;72;1996;66;406
Anatoly Fomenko;History: Fiction or Science? Dating methods as offered by mathematical statistics. Eclipses and zodiacs.: New Chronology vol.1;https://www.goodreads.com/book/show/26075213-history;4,36;11;2015;3;407
Russell Langley;Practical Statistics Simply Explained;https://www.goodreads.com/book/show/606275.Practical_Statistics_Simply_Explained;4,09;23;1968;7;409
Stephen A. Sweet;Data Analysis with SPSS: A First Course in Applied Statistics (4th Edition);https://www.goodreads.com/book/show/11290759-data-analysis-with-spss;3,50;20;1998;5;410
W.J. Reichmann;Use and Abuse of Statistics;https://www.goodreads.com/book/show/1414137.Use_and_Abuse_of_Statistics;3,88;16;NA;2;411
José Unpingco;Python for Probability, Statistics, and Machine Learning;https://www.goodreads.com/book/show/28864477-python-for-probability-statistics-and-machine-learning;3,60;10;NA;4;412
Robert H. Shumway;Time Series Analysis and Its Applications;https://www.goodreads.com/book/show/26022106-time-series-analysis-and-its-applications;4,07;15;2010;1;413
Gareth James;An Introduction to Statistical Learning: with Applications in R;https://www.goodreads.com/book/show/18925719-an-introduction-to-statistical-learning;4,60;1874;2013;9;414
David M. Lane;Introduction to Statistics;https://www.goodreads.com/book/show/27385291-introduction-to-statistics;3,77;13;NA;3;415
Maurice G. Kendall;Kendall's Advanced Theory of Statistics: Volume 1: Distribution Theory;https://www.goodreads.com/book/show/1503377.Kendall_s_Advanced_Theory_of_Statistics;4,00;13;1958;9;416
Alan Anderson;Statistics for Big Data for Dummies;https://www.goodreads.com/book/show/23059660-statistics-for-big-data-for-dummies;3,47;15;2015;4;417
T. Veerarajan;PROBABILITY, STATISTICS AND RANDOM WITH QUEUEING THEORY AND QUEUEING NETWORKS;https://www.goodreads.com/book/show/30216210-probability-statistics-and-random-with-queueing-theory-and-queueing-net;4,27;11;NA;1;418
David R. Anderson;Essentials of Modern Business Statistics with Microsoft Office Excel;https://www.goodreads.com/book/show/12123283-essentials-of-modern-business-statistics-with-microsoft-office-excel;3,26;47;2003;39;419
Susan A. Nolan;Essentials of Statistics for the Behavioral Sciences;https://www.goodreads.com/book/show/8399069-essentials-of-statistics-for-the-behavioral-sciences;3,33;52;2010;60;420
David M. Levine;Even You Can Learn Statistics and Analytics: An Easy to Understand Guide to Statistics and Analytics;https://www.goodreads.com/book/show/24864476-even-you-can-learn-statistics-and-analytics;3,61;18;2014;4;421
Stephen Kokoska;Introductory Statistics: A Problem-Solving Approach [with Student CD];https://www.goodreads.com/book/show/8799939-introductory-statistics;3,60;15;2008;19;422
William Navidi;Statistics for Engineers and Scientists;https://www.goodreads.com/book/show/1518982.Statistics_for_Engineers_and_Scientists;3,52;62;2004;26;423
William Hays;Statistics;https://www.goodreads.com/book/show/615214.Statistics;4,09;23;1963;3;424
Tom Chivers;How to Read Numbers: A Guide to Statistics in the News (and Knowing When to Trust Them);https://www.goodreads.com/book/show/57445881-how-to-read-numbers;4,39;111;2021;2;427
Keith McCormick;SPSS Statistics for Dummies;https://www.goodreads.com/book/show/25670340-spss-statistics-for-dummies;4,13;23;2015;8;428
James E. Burt;Elementary Statistics for Geographers;https://www.goodreads.com/book/show/4355223-elementary-statistics-for-geographers;4,33;15;1995;5;429
Karen Delise;Fatal Dog Attacks: The Stories Behind The Statistics;https://www.goodreads.com/book/show/1656871.Fatal_Dog_Attacks;4,60;20;NA;1;430
Ronald M. Weiers;Introduction to Business Statistics;https://www.goodreads.com/book/show/2344632.Introduction_to_Business_Statistics;3,67;30;1991;29;431
Aviva Petrie;Medical Statistics at a Glance;https://www.goodreads.com/book/show/7549569-medical-statistics-at-a-glance;4,03;38;2000;17;433
Richard J. Larsen;Student Solutions Manual: An Introduction to Mathematical Statistics and its Applications;https://www.goodreads.com/book/show/4199038-student-solutions-manual;3,82;11;2000;5;434
Andy Field;Discovering Statistics Using IBM SPSS Statistics [with SPSS v24.0 Software];https://www.goodreads.com/book/show/41445001-discovering-statistics-using-ibm-spss-statistics-with-spss-v24-0-softwa;3,86;29;NA;1;435
Darrell Huff;How to Lie with Statistics by Darrell Huff, W. W. Norton & Company;https://www.goodreads.com/book/show/58702146-how-to-lie-with-statistics-by-darrell-huff-w-w-norton-company;3,88;16;NA;1;436
David M. Levine;Student Study Guide & Solutions Manual for Statistics for Managers Using MS Excel;https://www.goodreads.com/book/show/9547047-student-study-guide-solutions-manual-for-statistics-for-managers-using;4,20;10;2004;5;437
Frederick Mosteller;Data Analysis and Regression: A Second Course in Statistics;https://www.goodreads.com/book/show/1584224.Data_Analysis_and_Regression;4,64;11;1977;4;438
Richard A. Johnson;Statistics: Principles and Methods;https://www.goodreads.com/book/show/9025195-statistics;3,78;41;1985;59;441
Christine P. Dancey;Statistics Without Maths for Psychology;https://www.goodreads.com/book/show/12753022-statistics-without-maths-for-psychology;3,77;52;1999;12;442
James T. McClave;A First Course in Statistics;https://www.goodreads.com/book/show/4186408-a-first-course-in-statistics;3,11;27;1983;37;443
Athanasios Papoulis;Probability and Statistics;https://www.goodreads.com/book/show/267932.Probability_and_Statistics;4,60;10;1989;1;444
Larry Hatcher;Advanced Statistics in Research: Reading, Understanding, and Writing Up Data Analysis Results;https://www.goodreads.com/book/show/18264364-advanced-statistics-in-research;4,30;10;2013;1;445
Alan Graham;Statistics: A complete introduction: Teach Yourself;https://www.goodreads.com/book/show/21089253-statistics;4,00;22;2010;3;446
OpenStax College;Introductory Statistics: Barbara Illowsky, Susan Dean];https://www.goodreads.com/book/show/24380143-introductory-statistics;2,93;27;2013;2;447
Sanford Bolton;Pharmaceutical Statistics: Practical and Clinical Applications;https://www.goodreads.com/book/show/3392365-pharmaceutical-statistics;4,55;11;1984;11;449
Mark J. Kiemele;Basic Statistics: Tools for Continuous Improvement;https://www.goodreads.com/book/show/1825044.Basic_Statistics;3,77;13;1997;1;450
Darren George;IBM SPSS Statistics 21 Step by Step: A Simple Guide and Reference;https://www.goodreads.com/book/show/18180555-ibm-spss-statistics-21-step-by-step;3,15;13;2013;1;451
Richard A. Johnson;Statistics, Student Solutions Manual: Principles and Methods;https://www.goodreads.com/book/show/460409.Statistics_Student_Solutions_Manual;3,82;11;2000;3;454
Peter R. Monge;Reasoning with Statistics: How to Read Quantitative Research;https://www.goodreads.com/book/show/2194074.Reasoning_with_Statistics;3,88;16;NA;1;455
Chris Spatz;Basic Statistics: Tales of Distributions;https://www.goodreads.com/book/show/1825045.Basic_Statistics;3,71;45;1976;20;457
S. Nassir Ghaemi;A Clinician's Guide to Statistics and Epidemiology in Mental Health;https://www.goodreads.com/book/show/6972053-a-clinician-s-guide-to-statistics-and-epidemiology-in-mental-health;4,25;12;2005;5;460
Greg Attwood;Edexcel AS and A level Mathematics Statistics & Mechanics Year 1/AS Textbook + e-book (A level Maths and Further Maths 2017);https://www.goodreads.com/book/show/35913665-edexcel-as-and-a-level-mathematics-statistics-mechanics-year-1-as-text;3,53;17;NA;1;461
G. Venkataraman;Bose and His Statistics;https://www.goodreads.com/book/show/2514587.Bose_and_His_Statistics;4,39;23;1992;3;464
Thomas R. Black;Doing Quantitative Research in the Social Sciences: An Integrated Approach to Research Design, Measurement and Statistics;https://www.goodreads.com/book/show/2583692-doing-quantitative-research-in-the-social-sciences;4,50;12;1999;4;465
Jun Shao;Mathematical Statistics;https://www.goodreads.com/book/show/2668493-mathematical-statistics;4,00;14;1999;7;466
David P. Doane;Applied Statistics in Business and Economics;https://www.goodreads.com/book/show/13655660-applied-statistics-in-business-and-economics;3,52;42;1999;43;468
Liwen Vaughan;Statistical Methods for the Information Professional: A Practical, Painless Approach to Understanding, Using and Interpreting Statistics;https://www.goodreads.com/book/show/2148703.Statistical_Methods_for_the_Information_Professional;3,46;24;2001;2;469
David J. Hand;Statistics;https://www.goodreads.com/book/show/6351945-statistics;3,59;29;2010;6;471
Rebecca M. Warner;Applied Statistics: From Bivariate Through Multivariate Techniques;https://www.goodreads.com/book/show/2119742.Applied_Statistics;3,76;59;2007;7;472
Paul R. Wolf;Adjustment Computations: Statistics and Least Squares in Surveying and GIS;https://www.goodreads.com/book/show/1743261.Adjustment_Computations;3,93;14;1997;2;474
Kenneth J. Meier;Applied Statistics for Public and Nonprofit Administration;https://www.goodreads.com/book/show/3876172-applied-statistics-for-public-and-nonprofit-administration;2,74;61;2005;9;475
Myra L. Samuels;Statistics for the Life Sciences;https://www.goodreads.com/book/show/1080543.Statistics_for_the_Life_Sciences;3,62;42;1999;20;476
Andy Field;Discovering Statistics Using SAS;https://www.goodreads.com/book/show/8464308-discovering-statistics-using-sas;4,33;15;2010;5;478
Allan G. Bluman;Elementary Statistics: A Step by Step Approach, Brief Version;https://www.goodreads.com/book/show/4960893-elementary-statistics;3,21;70;2000;57;479
K.M. Ramachandran;Mathematical Statistics with Applications;https://www.goodreads.com/book/show/6540629-mathematical-statistics-with-applications;3,43;14;2009;4;481
Gary Rimmer;Number Freaking: How to Change the World with Delightfully Surreal Statistics;https://www.goodreads.com/book/show/563571.Number_Freaking;3,65;20;2006;2;483
Fred Pyrczak;Making Sense of Statistics: A Conceptual Overview;https://www.goodreads.com/book/show/1223251.Making_Sense_of_Statistics;3,46;63;1995;20;484
Thomas L. Jentz;Panzer Truppen 2: The Complete Guide to the Creation & Combat Employment of Germany's Tank Force 1943-1945;https://www.goodreads.com/book/show/1902597.Panzer_Truppen_2;4,56;16;2000;1;488
Stefan Th. Gries;Statistics for Linguistics with R: A Practical Introduction;https://www.goodreads.com/book/show/6440155-statistics-for-linguistics-with-r;3,89;18;2009;10;489
Steve McKillup;Statistics Explained: An Introductory Guide for Life Scientists;https://www.goodreads.com/book/show/13725640-statistics-explained;4,28;39;2005;14;490
Deborah G Mayo;Statistical Inference as Severe Testing: How to Get Beyond the Statistics Wars;https://www.goodreads.com/book/show/41806471-statistical-inference-as-severe-testing;4,05;22;NA;5;491
Calvin Dytham;Choosing And Using Statistics: A Biologist's Guide;https://www.goodreads.com/book/show/1080541.Choosing_And_Using_Statistics;4,00;54;1998;14;492
T.R. Jain;Indian Economic Development and Statistics Economics (Set of Two Books) Class 11 (Old Edition);https://www.goodreads.com/book/show/40897993-indian-economic-development-and-statistics-economics-set-of-two-books;3,70;166;NA;3;493
John W. Creswell;Qualitative, Quantitative, and Mixed Methods Approaches [with Winter's A Crash Course in Statistics];https://www.goodreads.com/book/show/46011462-qualitative-quantitative-and-mixed-methods-approaches-with-winter-s-a;3,81;2316;1994;54;496
Daniel S. Yates;The Practice of Statistics: Ti-83/84/89 Graphing Calculator Enhanced;https://www.goodreads.com/book/show/180344.The_Practice_of_Statistics;3,44;18;2007;1;497
Gabriel B. Costa;Practicing Sabermetrics: Putting the Science of Baseball Statistics to Work;https://www.goodreads.com/book/show/7781229-practicing-sabermetrics;3,50;14;2009;3;498
Jay L. Devore;Applied Statistics for Engineers and Scientists;https://www.goodreads.com/book/show/654519.Applied_Statistics_for_Engineers_and_Scientists;3,48;31;1999;7;499
Scott Adams;Statistics;https://www.goodreads.com/book/show/54127.Statistics;3,51;49;1993;12;500
Douglas Downing;Business Statistics;https://www.goodreads.com/book/show/750748.Business_Statistics;3,75;24;NA;8;501
Irwin Miller;Miller And Freund's Probability And Statistics For Engineers: Instructor's Solutions Manual;https://www.goodreads.com/book/show/245951.Miller_And_Freund_s_Probability_And_Statistics_For_Engineers;4,27;11;NA;1;502
Robin H. Lock;Statistics: Unlocking the Power of Data;https://www.goodreads.com/book/show/15859584-statistics;2,80;46;2012;23;503
R. Mark Sirkin;Statistics for the Social Sciences;https://www.goodreads.com/book/show/2860506-statistics-for-the-social-sciences;3,29;24;1994;7;504
Jack Levin;Elementary Statistics in Social Research;https://www.goodreads.com/book/show/463598.Elementary_Statistics_in_Social_Research;3,16;38;1973;30;505
Charles Henry Brase;Understanding Basic Statistics;https://www.goodreads.com/book/show/13835666-understanding-basic-statistics;3,20;84;1978;56;506
Daren S. Starnes;The Practice of Statistics;https://www.goodreads.com/book/show/11014722-the-practice-of-statistics;3,91;45;2010;13;508
Ian Walker;Research Methods and Statistics;https://www.goodreads.com/book/show/9618565-research-methods-and-statistics;4,58;31;2010;3;509
Paul R. Rosenbaum;Design Of Observational Studies (Springer Series In Statistics);https://www.goodreads.com/book/show/7047195-design-of-observational-studies;4,45;20;2009;6;512
Douglas Downing;Statistics: The Easy Way;https://www.goodreads.com/book/show/504519.Statistics;3,92;12;1984;3;513
Alan Grafen;Modern Statistics for the Life Sciences;https://www.goodreads.com/book/show/2880239-modern-statistics-for-the-life-sciences;4,00;17;2002;3;514
Deborah J. Rumsey;Statistics I & II for Dummies 2 eBook Bundle: Statistics for Dummies & Statistics II for Dummies: Statistics for Dummies & Statistics II for Dummies;https://www.goodreads.com/book/show/17034671-statistics-i-ii-for-dummies-2-ebook-bundle;4,10;21;2013;4;515
Peter E. Rossi;Bayesian Statistics and Marketing;https://www.goodreads.com/book/show/757463.Bayesian_Statistics_and_Marketing;4,21;19;2005;6;516
Robert S. Witte;Statistics;https://www.goodreads.com/book/show/33626989-statistics;3,42;12;NA;2;520
Aaron Schatz;Pro Football Prospectus 2006: Statistics, Analysis, and Insight for the Information Age;https://www.goodreads.com/book/show/779301.Pro_Football_Prospectus_2006;4,22;40;2006;1;522
Thomas D. Wickens;The Geometry of Multivariate Statistics;https://www.goodreads.com/book/show/3102708-the-geometry-of-multivariate-statistics;4,27;15;1994;7;525
Noel A.C. Cressie;Statistics for Spatio-Temporal Data;https://www.goodreads.com/book/show/11126359-statistics-for-spatio-temporal-data;4,20;15;2011;7;526
Alan Graham;Statistics: An Introduction: Teach Yourself: The Easy Way to Learn Stats;https://www.goodreads.com/book/show/34809728-statistics;3,77;26;NA;4;528
John Tabak;Probability and Statistics;https://www.goodreads.com/book/show/3416018-probability-and-statistics;3,67;21;2004;4;529
Neil A. Weiss;Elementary Statistics;https://www.goodreads.com/book/show/3574641-elementary-statistics;3,36;44;1989;31;531
Ronald E. Walpole;Instructor's Solutions Supplement To Accompany Probability And Statistics For Engineers And Scientists;https://www.goodreads.com/book/show/245954.Instructor_s_Solutions_Supplement_To_Accompany_Probability_And_Statistics_For_Engineers_And_Scientists;4,07;27;NA;1;532
Richard Royall;Statistical Evidence: A Likelihood Paradigm (Chapman & Hall/CRC Monographs on Statistics & Applied Probability);https://www.goodreads.com/book/show/39288524-statistical-evidence;4,33;18;1997;4;533
Paul Grobman;Vital Statistics: An Amazing Compendium of Factoids, Minutiae, and Random Bits of Wisdom;https://www.goodreads.com/book/show/377270.Vital_Statistics;3,79;24;2005;2;535
Thomas Haslwanter;An Introduction to Statistics with Python: With Applications in the Life Sciences;https://www.goodreads.com/book/show/28087562-an-introduction-to-statistics-with-python;3,58;12;NA;3;537
Edward Zaccaro;Scammed by Statistics;https://www.goodreads.com/book/show/9493243-scammed-by-statistics;4,00;15;2010;1;538
Robert B. McCall;Fundamental Statistics for Behavioral Sciences;https://www.goodreads.com/book/show/825214.Fundamental_Statistics_for_Behavioral_Sciences;3,50;12;1990;11;540
Peter M. Lee;Bayesian Statistics: An Introduction;https://www.goodreads.com/book/show/1430543.Bayesian_Statistics;3,29;14;1989;8;541
Barry H. Cohen;Explaining Psychological Statistics;https://www.goodreads.com/book/show/1871999.Explaining_Psychological_Statistics;3,33;51;1995;11;543
Gerald Keller;Statistics for Management and Economics: Abbreviated;https://www.goodreads.com/book/show/10883360-statistics-for-management-and-economics;3,67;18;2003;11;544
Gerstman;Basic Biostatistics: Statistics for Public Health Practice;https://www.goodreads.com/book/show/18228004-basic-biostatistics;3,86;22;2014;1;545
Frances Clegg;Simple Statistics: A Course Book for the Social Sciences;https://www.goodreads.com/book/show/788963.Simple_Statistics;3,74;23;1983;2;546
Nicole M. Radziwill;Statistics (The Easier Way) with R: an informal text on applied statistics;https://www.goodreads.com/book/show/25406150-statistics-the-easier-way-with-r;3,75;12;2015;1;549
Cynthia Kase;Trading With The Odds: Using The Power Of Statistics To Profit In The Futures Market;https://www.goodreads.com/book/show/978901.Trading_With_The_Odds;3,00;13;1996;4;550
Nicholas P. Jewell;Statistics for Epidemiology;https://www.goodreads.com/book/show/1226097.Statistics_for_Epidemiology;4,06;17;2003;2;551
Robert W. Weinbach;Statistics for Social Workers;https://www.goodreads.com/book/show/1163954.Statistics_for_Social_Workers;3,07;57;1987;13;553
Edwin L. Crow;Statistics Manual;https://www.goodreads.com/book/show/97511.Statistics_Manual;3,81;16;1960;1;555
Steven M. Kemp;Business Statistics Demystified;https://www.goodreads.com/book/show/1998717.Business_Statistics_Demystified;3,62;16;2004;4;556
Mark Gardener;Statistics for Ecologists Using R and Excel: Data Collection, Exploration, Analysis and Presentation;https://www.goodreads.com/book/show/14570085-statistics-for-ecologists-using-r-and-excel;4,24;17;2011;6;557
Mario F. Triola;Elementary Statistics Using Excel;https://www.goodreads.com/book/show/17070864-elementary-statistics-using-excel;2,96;47;2009;4;560
David M. Diez;Introductory Statistics with Randomization and Simulation;https://www.goodreads.com/book/show/24799099-introductory-statistics-with-randomization-and-simulation;3,82;11;2014;2;561
Herbert Jones;Data Science: What the Best Data Scientists Know About Data Analytics, Data Mining, Statistics, Machine Learning, and Big Data – That You Don't;https://www.goodreads.com/book/show/42507987-data-science;2,90;10;NA;2;562
Geoffrey R. Norman;PDQ Statistics [With CDROM];https://www.goodreads.com/book/show/912098.PDQ_Statistics_With_CDROM_;3,91;23;1987;9;564
